2	3.04233     0.661376    
3	2.95414     0.391896    
4	3.04894     0.292878    
5	3.27249     0.318495    
6	3.19004     0.272808    
7	3.16722     0.231691    
8	3.10465     0.21018     
9	3.04459     0.194849    
10	3.09101     0.180354    
11	3.05243     0.167635    
12	3.02028     0.156369    
13	3.03215     0.144328    
14	3.0662      0.13789     
15	2.9925      0.148018    
16	3.05057     0.150141    
17	3.02799     0.14283     
18	2.98748     0.140622    
19	3.00568     0.134255    
20	3.04058     0.132061    
21	3.09421     0.136581    
22	3.05805     0.13515     
23	3.02505     0.133292    
24	3.03789     0.128263    
25	3.05673     0.124459    
26	3.1364      0.143688    
27	3.1966      0.150802    
28	3.22249     0.147605    
29	3.2466      0.14445     
30	3.2442      0.139573    
31	3.2373      0.135171    
32	3.29639     0.1436      
33	3.2742      0.140939    
34	3.25052     0.138766    
35	3.24835     0.13476     
36	3.23528     0.131614    
37	3.20596     0.131322    
38	3.19787     0.128075    
39	3.17919     0.12614     
40	3.2386      0.136547    
41	3.26801     0.136384    
42	3.25369     0.133865    
43	3.23545     0.131982    
44	3.24166     0.129097    
45	3.22888     0.126841    
46	3.21443     0.124892    
47	3.21358     0.122209    
48	3.20702     0.119815    
49	3.21318     0.117506    
50	3.19653     0.116329    
51	3.20265     0.114189    
52	3.21648     0.112822    
53	3.21868     0.110695    
54	3.2152      0.108682    
55	3.22408     0.107056    
56	3.23264     0.105476    
57	3.22678     0.103774    
58	3.22862     0.101986    
59	3.2277      0.100247    
60	3.23239     0.098673    
61	3.22311     0.0974841   
62	3.21414     0.0963179   
63	3.20382     0.0953367   
64	3.19234     0.0945348   
65	3.20733     0.0942685   
66	3.20265     0.092947    
67	3.21338     0.0921759   
68	3.21281     0.090812    
69	3.23066     0.0912491   
70	3.21625     0.0910826   
71	3.2179      0.0898058   
72	3.22194     0.0886418   
73	3.23489     0.0883718   
74	3.23034     0.0872878   
75	3.24653     0.0876244   
76	3.24368     0.0865106   
77	3.23248     0.0861117   
78	3.23602     0.0850743   
79	3.22416     0.0848241   
80	3.22354     0.0837594   
81	3.21212     0.0835029   
82	3.23102     0.084616    
83	3.23226     0.0835994   
84	3.22684     0.0827752   
85	3.21905     0.0821664   
86	3.2333      0.0824459   
87	3.22806     0.0816608   
88	3.22926     0.0807364   
89	3.22702     0.0798553   
90	3.2282      0.0789719   
91	3.23343     0.0782739   
92	3.23122     0.0774499   
93	3.23864     0.0769713   
94	3.23374     0.0763058   
95	3.23312     0.0755008   
96	3.22963     0.0747915   
97	3.23677     0.0743594   
98	3.22803     0.074113    
99	3.22349     0.0735014   
100	3.21506     0.0732488   
