2	15.0402     0.221278    
3	14.9669     0.147317    
4	14.9433     0.106793    
5	14.8752     0.107148    
6	14.8601     0.0887927   
7	14.9329     0.104545    
8	14.96       0.0945212   
9	14.9718     0.0841972   
10	14.9718     0.0753083   
11	14.9585     0.0694121   
12	14.9471     0.0643763   
13	14.9429     0.0593674   
14	14.9508     0.0555335   
15	14.9482     0.0517625   
16	14.9327     0.0508379   
17	14.9292     0.0478832   
18	14.9204     0.0460058   
19	14.9411     0.0481937   
20	14.9393     0.0457544   
21	14.9289     0.0447521   
22	14.9405     0.0442141   
23	14.9469     0.0427318   
24	14.9533     0.0414075   
25	14.9488     0.0399652   
26	14.9381     0.0398593   
27	14.9437     0.0387522   
28	14.9367     0.0379869   
29	14.9373     0.0366592   
30	14.939      0.0354571   
31	14.9378     0.0343158   
32	14.9372     0.0332319   
33	14.9351     0.0322768   
34	14.9401     0.0317142   
35	14.938      0.0308695   
36	14.9372     0.0300098   
37	14.9475     0.0309525   
38	14.9438     0.0303589   
39	14.9437     0.0295703   
40	14.9513     0.0298069   
41	14.9534     0.0291494   
42	14.9524     0.0284653   
43	14.9522     0.0277964   
44	14.9585     0.027885    
45	14.9626     0.0275574   
46	14.9614     0.0269751   
47	14.9603     0.0264184   
48	14.962      0.0259139   
49	14.9624     0.0253827   
50	14.9691     0.0257725   
51	14.9678     0.0252952   
52	14.9705     0.0249431   
53	14.9681     0.0245816   
54	14.9766     0.025574    
55	14.9808     0.025453    
56	14.9783     0.0251191   
57	14.9738     0.0250704   
58	14.9729     0.0246506   
59	14.9706     0.0243411   
60	14.9646     0.024685    
61	14.9639     0.0242871   
62	14.9555     0.0252988   
63	14.957      0.0249377   
64	14.9582     0.0245726   
65	14.9568     0.0242327   
66	14.9546     0.023965    
67	14.952      0.0237431   
68	14.9487     0.0236176   
69	14.9516     0.0234516   
70	14.9544     0.0232765   
71	14.952      0.0230696   
72	14.9502     0.0228149   
73	14.9467     0.0227777   
74	14.9445     0.0225704   
75	14.9425     0.0223609   
76	14.9477     0.022663    
77	14.9449     0.0225415   
78	14.9453     0.0222543   
79	14.9476     0.0220938   
80	14.948      0.0218201   
81	14.9482     0.0215496   
82	14.9494     0.0213189   
83	14.9479     0.0211099   
84	14.9473     0.0208664   
85	14.9476     0.0206208   
86	14.9478     0.0203814   
87	14.9488     0.0201704   
88	14.9461     0.0201254   
89	14.9484     0.0200252   
90	14.9499     0.0198644   
91	14.9536     0.0199866   
92	14.9543     0.0197791   
93	14.9542     0.0195654   
94	14.9527     0.0194176   
95	14.9545     0.0193025   
96	14.9528     0.0191829   
97	14.9541     0.0190293   
98	14.9536     0.0188388   
99	14.9528     0.0186691   
100	14.9513     0.0185389   
