2	14.8549     0.00764611  
3	14.8106     0.0445777   
4	14.8601     0.0587175   
5	14.873      0.0472564   
6	14.8893     0.0419246   
7	14.8996     0.0368986   
8	14.9027     0.0321028   
9	14.919      0.0326743   
10	14.8735     0.0540958   
11	14.8819     0.0496507   
12	14.8883     0.0457742   
13	14.9032     0.0446422   
14	14.8962     0.0419089   
15	14.8841     0.0408553   
16	14.9039     0.0430546   
17	14.8999     0.0406389   
18	14.9006     0.0383205   
19	14.896      0.0365394   
20	14.9051     0.0358417   
21	14.891      0.0368819   
22	14.8726     0.0396909   
23	14.8737     0.0379399   
24	14.8797     0.0368192   
25	14.8888     0.0364673   
26	14.888      0.0350449   
27	14.8913     0.033881    
28	14.9044     0.0351746   
29	14.9135     0.0351495   
30	14.9138     0.0339591   
31	14.9202     0.0334594   
32	14.9264     0.0329845   
33	14.9128     0.0347269   
34	14.9178     0.0340503   
35	14.9162     0.0331025   
36	14.9173     0.032189    
37	14.9206     0.0314808   
38	14.9186     0.0307047   
39	14.925      0.0305851   
40	14.9212     0.0300482   
41	14.9266     0.0297842   
42	14.931      0.0294055   
43	14.9317     0.0287228   
44	14.9349     0.0282344   
45	14.9441     0.0291083   
46	14.944      0.0284687   
47	14.9426     0.0278925   
48	14.9395     0.0274744   
49	14.9418     0.0270037   
50	14.9417     0.0264582   
51	14.9398     0.0260077   
52	14.9434     0.0257594   
53	14.9373     0.0259874   
54	14.9389     0.0255468   
55	14.9378     0.0250992   
56	14.9446     0.0255659   
57	14.9469     0.0252153   
58	14.9501     0.0249895   
59	14.9483     0.0246271   
60	14.9421     0.0249946   
61	14.9444     0.0246814   
62	14.9437     0.0242899   
63	14.9496     0.024628    
64	14.9522     0.0243731   
65	14.9533     0.0240226   
66	14.9546     0.0236891   
67	14.9571     0.0234701   
68	14.9597     0.0232728   
69	14.9619     0.0230389   
70	14.9623     0.0227095   
71	14.9588     0.022659    
72	14.9575     0.0223798   
73	14.9529     0.0225273   
74	14.9526     0.0222232   
75	14.9538     0.0219568   
76	14.9513     0.0218123   
77	14.9525     0.0215598   
78	14.953      0.0212883   
79	14.9558     0.0211968   
80	14.958      0.0210469   
81	14.9626     0.0213057   
82	14.966      0.0213025   
83	14.9614     0.0215276   
84	14.9611     0.021272    
85	14.9591     0.0211128   
86	14.962      0.0210639   
87	14.9563     0.0215899   
88	14.9575     0.0213756   
89	14.9571     0.0211371   
90	14.9583     0.0209346   
91	14.9596     0.0207428   
92	14.9633     0.0208427   
93	14.9625     0.0206318   
94	14.9621     0.020416    
95	14.9623     0.020201    
96	14.9632     0.0200096   
97	14.9625     0.0198125   
98	14.9644     0.0197028   
99	14.9661     0.0195743   
100	14.9677     0.0194438   
