1	0.262275	0.187459
2	-0.514322	0.332109
3	-0.839568	-1.81215
4	-0.372918	-0.679847
5	0.744383	-1.43673
6	-1.21414	0.689181
7	0.714275	0.850603
8	-0.0610522	1.59079
9	-0.114119	-0.672447
10	-1.22091	-0.950765
11	0.210085	1.66564
12	0.883631	0.383752
13	-0.634535	-1.97484
14	1.3575	0.434981
15	1.47628	-0.639066
16	-0.466016	1.15182
17	1.56579	0.521511
18	-1.40181	1.73082
19	-0.183201	0.394825
20	-0.877268	0.9312
21	1.36553	-0.477792
22	0.197932	1.93592
23	0.79404	-0.460802
24	0.294703	1.24525
25	1.16072	-0.00792229
26	0.42135	0.687979
27	1.36576	0.703462
28	-0.929975	0.00361853
29	-1.08904	0.553272
30	-0.701031	1.83352
31	-0.163374	0.304337
32	-1.28103	0.40229
33	-1.70261	0.287423
34	-0.8897	1.62131
35	-0.035787	0.57647
36	-0.402685	1.58474
37	-0.351522	0.895716
38	-1.12134	0.674691
39	-0.916965	0.812011
40	-0.325316	1.2039
41	0.58174	1.64952
42	0.333839	1.55181
43	-0.388765	1.09567
44	-1.20722	0.791958
45	-1.00165	0.692154
46	0.522717	0.902414
47	-0.0885983	0.909046
48	0.685294	1.47392
49	0.815491	1.48356
50	0.356558	0.634796
51	-0.714166	1.3778
52	-0.762069	0.720932
53	-1.16549	0.382256
54	0.652239	0.906234
55	0.648833	0.980028
56	0.947626	0.435529
57	-0.374731	1.09551
58	0.341897	1.43988
59	0.439481	0.927829
60	0.245639	0.894151
61	-0.251124	0.795094
62	0.282701	1.03961
63	-0.616305	0.606937
64	1.02311	0.694427
65	0.892991	0.91357
66	0.111385	0.881516
67	0.566389	0.906138
68	-0.1191	1.04092
69	0.547175	0.865659
70	0.437227	0.669644
71	-0.28399	0.883825
72	-1.03184	0.490859
73	0.275492	0.957143
74	0.194047	0.919525
75	-0.302669	0.932754
76	0.593254	0.484035
77	-0.0786923	0.946866
78	-0.985908	0.594395
79	-0.57637	1.30499
80	0.660459	0.788852
81	-0.64573	1.03756
82	-0.750247	0.468596
83	-0.365257	0.88445
84	-0.7332	0.786758
85	-0.814427	0.815562
86	-0.218955	1.37909
87	0.0963275	0.757756
88	0.785566	0.823902
89	0.895883	0.742062
90	0.0614801	1.20337
91	0.886422	0.580293
92	0.890254	0.712752
93	-0.876443	0.602461
94	-0.532594	0.575821
95	-0.756882	0.617947
96	0.75874	0.596125
97	0.000962902	0.972077
98	0.411716	0.91334
99	0.673621	0.518814
100	0.799013	0.669205
101	1.00274	0.80443
102	0.652497	0.768992
103	0.964279	0.572981
104	0.951321	0.5651
105	0.767684	0.659374
106	0.799571	0.592971
107	0.718926	0.766905
108	0.79263	0.816335
109	-0.92615	0.552325
110	-0.858591	0.557227
111	-0.569446	0.884563
112	-0.758155	0.594979
113	-0.902475	0.476308
114	-0.779255	0.851527
115	-0.451476	1.00076
116	-0.371577	1.05021
117	0.732187	0.483816
118	0.243086	1.07122
119	0.907763	0.689431
120	0.699761	0.552908
121	0.804497	0.619038
122	0.997854	0.76514
123	0.714701	0.606001
124	0.781015	0.542438
125	0.837881	0.588644
126	0.739788	0.662931
127	0.801448	0.698535
128	0.714399	0.69987
129	0.851235	0.602542
130	0.666849	0.579361
131	0.720512	0.721609
132	0.71002	0.87336
133	0.51662	1.15955
134	0.616623	1.19259
135	0.725186	1.19864
136	0.662969	1.03108
137	0.701315	0.956768
138	0.662635	0.940364
139	0.891392	0.564767
140	0.779885	0.619631
141	0.627766	0.771731
142	0.74715	0.708901
143	0.829685	0.620935
144	0.735599	0.639352
145	0.731711	0.639805
146	0.739925	0.688982
147	0.692047	0.650837
148	0.766468	0.561369
149	0.735958	0.650763
150	0.796183	0.690863
151	0.79193	0.626463
152	0.835414	0.661178
153	0.792532	0.556432
154	0.813212	0.784393
155	0.677506	0.731987
156	0.719687	0.75365
157	0.688616	0.736995
158	0.735131	0.648234
159	0.750266	0.724871
160	0.813364	0.576833
161	0.709149	0.561973
162	0.90396	0.568094
163	0.840498	0.635453
164	0.949589	0.631676
165	0.883042	0.669911
166	0.788072	0.625098
167	0.809422	0.610285
168	0.776141	0.609034
169	0.696355	0.611531
170	0.869029	0.594036
171	0.72179	0.806473
172	0.886805	0.635661
173	0.603207	1.00362
174	0.502254	0.876981
175	0.620387	0.798195
176	0.784596	0.618795
177	0.805224	0.64333
178	0.856822	0.597767
179	0.839625	0.599943
180	0.619001	0.811687
181	0.728276	0.633734
182	0.861967	0.67681
183	0.807653	0.594549
184	0.828184	0.718498
185	0.737964	0.637187
186	0.819872	0.617902
187	0.842197	0.625172
188	0.797705	0.529766
189	0.774195	0.653104
190	0.77442	0.637315
191	0.825375	0.664631
192	0.817645	0.67031
193	0.82024	0.670953
194	0.820181	0.671398
195	0.820313	0.671223
196	0.820315	0.671227
197	0.820311	0.671223
198	0.820311	0.671222
199	0.820311	0.671222
200	0.820311	0.671222
201	0.820311	0.671222
202	0.820311	0.671222
203	0.820311	0.671222
204	0.820311	0.671222
205	0.820311	0.671222
206	0.820311	0.671222
207	0.820311	0.671222
208	0.820311	0.671222
209	0.820311	0.671222
210	0.820311	0.671222
211	0.820311	0.671222
212	0.820311	0.671222
213	0.820311	0.671222
214	0.820311	0.671222
215	0.820311	0.671222
216	0.820311	0.671222
217	0.820311	0.671222
218	0.820311	0.671222
219	0.820311	0.671222
220	0.820311	0.671222
221	0.820311	0.671222
222	0.820311	0.671222
223	0.820311	0.671222
224	0.820311	0.671222
225	0.820311	0.671222
