1	14.8977
2	13.8139
3	12.6502
4	11.8694
5	11.5681
6	11.2682
7	10.8182
8	10.3859
9	9.98866
10	9.68646
11	9.52127
12	9.47169
13	9.14516
14	8.67211
15	8.54161
16	8.45022
17	8.37489
18	8.29874
19	8.08225
20	7.86485
21	7.67995
22	7.54498
23	7.30917
24	7.20553
25	7.12755
26	7.06368
27	7.00133
28	6.96787
29	6.92475
30	6.8811
31	6.82293
32	6.80258
33	6.78635
34	6.78278
35	6.76086
36	6.74887
37	6.73727
38	6.73229
39	6.73503
40	6.72343
41	6.72408
42	6.71911
43	6.71401
44	6.71142
45	6.7109
46	6.70741
47	6.60221
48	6.52053
49	6.48627
50	6.46759
51	6.45646
52	6.45145
53	6.44599
54	6.44504
55	6.44488
56	6.44961
57	6.44789
58	6.44674
59	6.44675
60	6.44841
61	6.44488
62	6.44463
63	6.44444
64	6.44575
65	6.44973
66	6.44548
67	6.45167
68	6.43117
69	6.39673
70	6.3826
71	6.39579
72	6.38979
73	6.38433
74	6.38149
75	6.38241
76	6.37988
77	6.38146
78	6.38063
79	6.38317
80	6.39097
81	6.3837
82	6.38017
83	6.3783
84	6.37899
85	6.37717
86	6.37885
87	6.37778
88	6.37604
89	6.37546
90	6.37689
91	6.37809
92	6.37712
93	6.37789
94	6.38106
95	6.37997
96	6.37832
97	6.37682
98	6.38175
99	6.38287
100	6.38143
101	6.37957
102	6.37689
103	6.37695
104	6.37552
105	6.38162
106	6.38059
107	6.3759
108	6.37485
109	6.37448
110	6.3793
111	6.37525
112	6.3758
113	6.37689
114	6.37439
115	6.37541
116	6.37657
117	6.37468
118	6.37685
119	6.3757
120	6.37552
121	6.37956
122	6.37477
123	6.37524
124	6.3746
125	6.37471
126	6.37434
127	6.37513
128	6.37538
129	6.37434
130	6.37714
131	6.38069
132	6.39751
133	6.37885
134	6.37646
135	6.37526
136	6.3747
137	6.38025
138	6.37538
139	6.37597
140	6.37548
141	6.37545
142	6.37579
143	6.37614
144	6.38043
145	6.38045
146	6.37569
147	6.38018
148	6.37793
149	6.37718
150	6.37922
151	6.37789
152	6.38398
153	6.36856
154	6.35992
155	6.31283
156	6.30364
157	6.30053
158	6.30365
159	6.30202
160	6.30569
161	6.3054
162	6.30508
163	6.30079
164	6.3005
165	6.3005
166	6.3005
167	6.30322
168	6.30665
169	6.30083
170	6.3041
171	6.30609
172	6.30202
173	6.3005
174	6.30165
175	6.30058
176	6.30687
177	6.30334
178	6.30894
179	6.30354
180	6.30246
181	6.30754
182	6.32054
183	6.30443
184	6.30231
185	6.30082
186	6.30096
187	6.30417
188	6.30334
189	6.30624
190	6.30436
191	6.30288
192	6.30257
193	6.30284
194	6.30235
195	6.30219
196	6.3121
197	6.31727
198	6.30872
199	6.30622
200	6.31692
201	6.30688
202	6.3005
203	6.30184
204	6.3007
205	6.30686
206	6.3068
207	6.301
208	6.30856
209	6.3005
210	6.30261
211	6.30443
212	6.30647
213	6.30302
214	6.30073
215	6.30284
216	6.30574
217	6.31471
218	6.30743
219	6.30206
220	6.30347
221	6.30253
222	6.3031
223	6.30295
224	6.30215
225	6.30169
226	6.30193
227	6.30154
228	6.30212
229	6.30092
230	6.30523
231	6.3045
232	6.30249
233	6.30631
234	6.30232
235	6.31136
236	6.30789
237	6.30369
238	6.31465
239	6.32058
240	6.30285
241	6.30789
242	6.30149
243	6.30207
244	6.30332
245	6.30173
246	6.30575
247	6.30097
248	6.30205
249	6.30186
250	6.30793
251	6.3025
252	6.30092
253	6.31959
254	6.30331
255	6.30559
256	6.30218
257	6.3005
258	6.30121
259	6.30421
260	6.30137
261	6.30328
262	6.30272
263	6.30215
264	6.31524
265	6.30156
266	6.3005
267	6.30763
268	6.30181
269	6.30505
270	6.30406
271	6.30394
272	6.30121
273	6.30646
274	6.3005
275	6.3005
276	6.30054
277	6.30255
278	6.30356
279	6.30274
280	6.30394
281	6.3032
282	6.3005
283	6.3005
284	6.304
285	6.30128
286	6.30113
287	6.30228
288	6.30399
289	6.30461
290	6.30128
291	6.32393
292	6.31171
293	6.30151
294	6.30325
295	6.30905
296	6.31101
297	6.30102
298	6.30417
299	6.30677
300	6.30467
301	6.30669
302	6.3016
303	6.30087
304	6.30179
305	6.31314
306	6.30275
307	6.30529
308	6.30556
309	6.30761
310	6.303
311	6.30069
312	6.30226
313	6.162
314	6.08519
315	6.0426
316	6.04284
317	6.03631
318	6.04028
319	6.03492
320	6.03597
321	6.03556
322	6.04073
323	6.03675
324	6.03414
325	6.04009
326	6.04145
327	6.03492
328	6.03512
329	6.03464
330	6.03805
331	6.04411
332	6.03882
333	6.03737
334	6.03437
335	6.05526
336	6.03572
337	6.03525
338	6.03424
339	6.03688
340	6.03404
341	6.03707
342	6.03731
343	6.03734
344	6.04351
345	6.03627
346	6.04063
347	6.03792
348	6.03445
349	6.03371
350	6.03742
351	6.03539
352	6.03475
353	6.0568
354	6.04582
355	6.03595
356	6.03954
357	6.03817
358	6.03991
359	6.0359
360	6.01543
361	5.99318
362	5.98212
363	5.98587
364	5.98123
365	5.97935
366	5.98453
367	5.98345
368	5.97943
369	5.98763
370	5.98682
371	5.98059
