1e-07	268.371
1.1e-07	268.371
1.2e-07	268.371
1.3e-07	268.371
1.4e-07	268.371
1.5e-07	268.371
1.6e-07	268.371
1.7e-07	268.371
1.8e-07	268.371
1.9e-07	268.371
2e-07	268.371
2.1e-07	268.371
2.2e-07	268.371
2.3e-07	268.371
2.4e-07	268.371
2.5e-07	268.371
2.6e-07	268.371
2.7e-07	268.371
2.8e-07	268.371
2.9e-07	268.371
3e-07	268.371
3.1e-07	268.371
3.2e-07	268.371
3.3e-07	268.371
3.4e-07	268.371
3.5e-07	268.371
3.6e-07	268.371
3.7e-07	268.371
3.8e-07	268.371
3.9e-07	268.371
4e-07	268.371
4.1e-07	268.371
4.2e-07	268.371
4.3e-07	268.371
4.4e-07	268.371
4.5e-07	268.371
4.6e-07	268.371
4.7e-07	268.371
4.8e-07	268.371
4.9e-07	268.371
5e-07	268.371
5.1e-07	268.371
5.2e-07	268.371
5.3e-07	268.371
5.4e-07	268.371
5.5e-07	268.371
5.6e-07	268.371
5.7e-07	268.371
5.8e-07	268.371
5.9e-07	268.371
6e-07	268.371
6.1e-07	268.371
6.2e-07	268.371
6.3e-07	268.371
6.4e-07	268.371
6.5e-07	268.371
6.6e-07	268.371
6.7e-07	268.371
6.8e-07	268.371
6.9e-07	268.371
7e-07	268.371
7.1e-07	268.371
7.2e-07	268.371
7.3e-07	268.371
7.4e-07	268.371
7.5e-07	268.371
7.6e-07	268.371
7.7e-07	268.371
7.8e-07	268.371
7.9e-07	268.371
8e-07	268.371
8.1e-07	268.371
8.2e-07	268.371
8.3e-07	268.371
8.4e-07	268.371
8.5e-07	268.371
8.6e-07	268.371
8.7e-07	268.371
8.8e-07	268.371
8.9e-07	268.371
9e-07	268.371
9.1e-07	268.371
9.2e-07	268.371
9.3e-07	268.371
9.4e-07	268.371
9.5e-07	268.371
9.6e-07	268.371
9.7e-07	268.371
9.8e-07	268.371
9.9e-07	268.371
1e-06	268.371
1.1e-06	268.371
1.2e-06	268.371
1.3e-06	268.371
1.4e-06	268.371
1.5e-06	268.371
1.6e-06	268.371
1.7e-06	268.371
1.8e-06	268.371
1.9e-06	268.371
2e-06	268.371
2.1e-06	268.371
2.2e-06	268.371
2.3e-06	268.371
2.4e-06	268.371
2.5e-06	268.371
2.6e-06	268.371
2.7e-06	268.371
2.8e-06	268.371
2.9e-06	268.371
3e-06	268.371
3.1e-06	268.371
3.2e-06	268.371
3.3e-06	268.371
3.4e-06	268.371
3.5e-06	268.371
3.6e-06	268.371
3.7e-06	268.371
3.8e-06	268.371
3.9e-06	268.371
4e-06	268.371
4.1e-06	268.371
4.2e-06	268.371
4.3e-06	268.371
4.4e-06	268.371
4.5e-06	268.371
4.6e-06	268.371
4.7e-06	268.371
4.8e-06	268.371
4.9e-06	268.371
5e-06	268.371
5.1e-06	268.371
5.2e-06	268.371
5.3e-06	268.371
5.4e-06	268.371
5.5e-06	268.371
5.6e-06	268.371
5.7e-06	268.371
5.8e-06	268.371
5.9e-06	268.371
6e-06	268.371
6.1e-06	268.371
6.2e-06	268.371
6.3e-06	268.371
6.4e-06	268.371
6.5e-06	268.371
6.6e-06	268.371
6.7e-06	268.371
6.8e-06	268.371
6.9e-06	268.371
7e-06	268.371
7.1e-06	268.371
7.2e-06	268.371
7.3e-06	268.371
7.4e-06	268.371
7.5e-06	268.371
7.6e-06	268.371
7.7e-06	268.371
7.8e-06	268.371
7.9e-06	268.371
8e-06	268.371
8.1e-06	268.371
8.2e-06	268.371
8.3e-06	268.371
8.4e-06	268.371
8.5e-06	268.371
8.6e-06	268.371
8.7e-06	268.371
8.8e-06	268.371
8.9e-06	268.371
9e-06	268.371
9.1e-06	268.371
9.2e-06	268.371
9.3e-06	268.371
9.4e-06	268.371
9.5e-06	268.371
9.6e-06	268.371
9.7e-06	268.371
9.8e-06	268.371
9.9e-06	268.371
1e-05	268.371
1.1e-05	268.371
1.2e-05	268.371
1.3e-05	268.371
1.4e-05	268.371
1.5e-05	268.371
1.6e-05	268.371
1.7e-05	268.371
1.8e-05	268.371
1.9e-05	268.371
2e-05	268.371
2.1e-05	268.371
2.2e-05	268.371
2.3e-05	268.371
2.4e-05	268.371
2.5e-05	268.371
2.6e-05	268.371
2.7e-05	268.371
2.8e-05	268.371
2.9e-05	268.371
3e-05	268.371
3.1e-05	268.371
3.2e-05	268.371
3.3e-05	268.371
3.4e-05	268.371
