2	1.00531     0.0098211   
3	0.99301     0.0135451   
4	0.994789    0.00974165  
5	0.992223    0.00797014  
6	0.992927    0.00654547  
7	0.994154    0.00566654  
8	0.99057     0.00607676  
9	0.992726    0.00577655  
10	0.991869    0.00523735  
11	0.994923    0.00563656  
12	0.995662    0.00519819  
13	0.99593     0.00478918  
14	0.996131    0.00443846  
15	0.996816    0.0041883   
16	0.997602    0.00399588  
17	0.998273    0.003813    
18	1.00069     0.00433143  
19	0.995974    0.00624601  
20	0.995911    0.00592583  
21	0.99534     0.00566535  
22	0.99478     0.00543072  
23	0.995049    0.00519621  
24	0.995161    0.00497624  
25	0.995732    0.00480715  
26	0.99479     0.00471375  
27	0.99506     0.00454386  
28	0.994317    0.00444112  
29	0.994136    0.00428909  
30	0.994016    0.00414538  
31	0.993893    0.0040113   
32	0.994272    0.00390233  
33	0.995637    0.00402114  
34	0.995593    0.00390133  
35	0.995599    0.00378822  
36	0.995969    0.00370003  
37	0.996676    0.00366748  
38	0.997746    0.00372644  
39	0.997427    0.00364358  
40	0.998815    0.003813    
41	0.998396    0.00374241  
42	0.998913    0.00368872  
43	0.999775    0.00370346  
44	1.00012     0.00363475  
45	1.00039     0.00356331  
46	1.00065     0.00349497  
47	0.999921    0.00349754  
48	1.00022     0.00343672  
49	1.00036     0.0033688   
50	1.00045     0.00330204  
51	0.999485    0.0033778   
52	0.999226    0.00332231  
53	0.998916    0.00327369  
54	0.999193    0.00322436  
55	0.999046    0.00316859  
56	0.998789    0.00312206  
57	0.998927    0.00306991  
58	0.999451    0.00306164  
59	0.999494    0.00300961  
60	0.999105    0.00298446  
61	0.998835    0.00294753  
62	0.998595    0.00290952  
63	0.998509    0.00286426  
64	0.998293    0.00282739  
65	0.998307    0.00278358  
66	0.997929    0.0027671   
67	0.997511    0.00275726  
68	0.997689    0.00272225  
69	0.99798     0.00269819  
70	0.997818    0.00266426  
71	0.998551    0.00272663  
72	0.999045    0.00273356  
73	0.998639    0.00272628  
74	0.99851     0.00269229  
75	0.998749    0.0026669   
76	0.998662    0.002633    
77	0.998535    0.0026017   
78	0.998829    0.00258489  
79	0.998381    0.00259094  
80	0.998314    0.00255922  
81	0.9986      0.00254357  
82	0.998933    0.00253429  
83	0.998451    0.00254941  
84	0.998674    0.00252871  
85	0.998996    0.00251943  
86	0.999206    0.0024988   
87	0.999327    0.00247288  
88	0.999697    0.00247241  
89	0.999857    0.0024497   
90	1.00008     0.00243224  
91	1.00046     0.0024363   
92	1.00034     0.00241266  
93	1.00075     0.00242156  
94	1.00114     0.00242669  
95	1.00112     0.00240107  
96	1.00133     0.00238527  
97	1.00149     0.00236593  
98	1.00139     0.00234399  
99	1.00158     0.00232792  
100	1.00178     0.00231297  
