1	1           nan         
2	1.4126      0.00430459  
3	1.73339     0.00542456  
4	2.00394     0.00641947  
5	2.23067     0.00714894  
6	2.44303     0.00831798  
7	2.63311     0.00941318  
8	2.8168      0.0111527   
9	2.99699     0.012047    
10	3.17023     0.01225     
11	3.32201     0.0137517   
12	3.46701     0.0144725   
13	3.60089     0.0139204   
14	3.73531     0.0143286   
15	3.86651     0.0153338   
16	3.98693     0.0163509   
17	4.11325     0.0171014   
18	4.23986     0.0172219   
19	4.35068     0.0177336   
20	4.4769      0.0179524   
21	4.59098     0.0176588   
22	4.70347     0.0175082   
23	4.80168     0.0184208   
24	4.90356     0.018756    
25	4.99792     0.0198359   
26	5.10551     0.0203587   
27	5.19907     0.0207383   
28	5.29452     0.0212147   
29	5.3951      0.0216981   
30	5.48303     0.0219004   
31	5.57476     0.022736    
32	5.67066     0.0231134   
33	5.75659     0.0229452   
34	5.84261     0.0236086   
35	5.93273     0.0244161   
36	6.02941     0.0243801   
37	6.11372     0.0249347   
38	6.19646     0.0250958   
39	6.27319     0.0254161   
40	6.35399     0.0256965   
41	6.43742     0.0258064   
42	6.51692     0.0259115   
43	6.58889     0.0271543   
44	6.6695      0.0279427   
45	6.74158     0.0290908   
46	6.81795     0.0301968   
47	6.8961      0.0305243   
48	6.97299     0.030403    
49	7.03848     0.030921    
50	7.11114     0.0306085   
51	7.1852      0.0304586   
52	7.25275     0.030519    
53	7.31969     0.0305535   
54	7.38819     0.0301496   
55	7.44803     0.0303099   
56	7.51649     0.0307493   
57	7.581       0.0306437   
58	7.63971     0.0309525   
59	7.69697     0.0315404   
60	7.76041     0.0311018   
61	7.81415     0.0318065   
62	7.88119     0.0324291   
63	7.94529     0.0333109   
64	8.0018      0.0333148   
65	8.06097     0.0340859   
66	8.12245     0.0335565   
67	8.18098     0.0346967   
68	8.25588     0.0362787   
69	8.31311     0.0365375   
70	8.38608     0.0371429   
71	8.44519     0.0389095   
72	8.5003      0.0400049   
73	8.5531      0.0397165   
74	8.60914     0.0398861   
75	8.67105     0.0397782   
76	8.73497     0.0409184   
77	8.78387     0.041769    
78	8.83981     0.0422538   
79	8.89127     0.0418379   
80	8.95253     0.0427165   
81	9.00407     0.0426029   
82	9.0524      0.042889    
83	9.10438     0.0435839   
84	9.16212     0.0425712   
85	9.22008     0.0431849   
86	9.26423     0.0431175   
87	9.32483     0.043539    
88	9.37742     0.0430717   
89	9.4366      0.043259    
90	9.48435     0.0432127   
91	9.53311     0.0434004   
92	9.58242     0.0436221   
93	9.62676     0.0436764   
94	9.68832     0.0434919   
95	9.75752     0.0430004   
96	9.81015     0.0427748   
97	9.86721     0.0427518   
98	9.91706     0.0430523   
99	9.9668      0.0433379   
100	10.026      0.0442318   
